timestamp,interrupt_count,adc_value
2026-02-04T14:35:47.094391,55,1116
2026-02-04T14:35:47.095391,56,1056
2026-02-04T14:35:47.096391,57,991
2026-02-04T14:35:47.097391,58,928
2026-02-04T14:35:47.098391,59,883
2026-02-04T14:35:47.099391,60,812
2026-02-04T14:35:47.100391,61,748
2026-02-04T14:35:47.101391,62,703
2026-02-04T14:35:47.102733,63,670
2026-02-04T14:35:47.103734,64,629
2026-02-04T14:35:47.104733,65,602
2026-02-04T14:35:47.105732,66,553
2026-02-04T14:35:47.106733,67,525
2026-02-04T14:35:47.107733,68,486
2026-02-04T14:35:47.108732,69,489
2026-02-04T14:35:47.109732,70,480
2026-02-04T14:35:47.110732,71,458
2026-02-04T14:35:47.111733,72,448
2026-02-04T14:35:47.112732,73,456
2026-02-04T14:35:47.113732,74,465
2026-02-04T14:35:47.114733,75,471
2026-02-04T14:35:47.115732,76,495
2026-02-04T14:35:47.116732,77,492
2026-02-04T14:35:47.117732,78,528
2026-02-04T14:35:47.118732,79,555
2026-02-04T14:35:47.119733,80,575
2026-02-04T14:35:47.120733,81,624
2026-02-04T14:35:47.121733,82,674
2026-02-04T14:35:47.122732,83,704
2026-02-04T14:35:47.123733,84,746
2026-02-04T14:35:47.124733,85,816
2026-02-04T14:35:47.125733,86,873
2026-02-04T14:35:47.126734,87,931
2026-02-04T14:35:47.127733,88,979
2026-02-04T14:35:47.128732,89,1040
2026-02-04T14:35:47.129733,90,1136
2026-02-04T14:35:47.130733,91,1198
2026-02-04T14:35:47.131733,92,1297
2026-02-04T14:35:47.132732,93,1334
2026-02-04T14:35:47.133732,94,1395
2026-02-04T14:35:47.134776,95,1494
2026-02-04T14:35:47.135733,96,1571
2026-02-04T14:35:47.136733,97,1660
2026-02-04T14:35:47.137733,98,1722
2026-02-04T14:35:47.138734,99,1793
2026-02-04T14:35:47.139733,100,1863
2026-02-04T14:35:47.140733,101,1942
2026-02-04T14:35:47.141733,102,2027
2026-02-04T14:35:47.142733,103,2115
2026-02-04T14:35:47.143732,104,2179
2026-02-04T14:35:47.144732,105,2238
2026-02-04T14:35:47.145732,106,2303
2026-02-04T14:35:47.146732,107,2375
2026-02-04T14:35:47.147733,108,2448
2026-02-04T14:35:47.148732,109,2514
2026-02-04T14:35:47.149732,110,2558
2026-02-04T14:35:47.150732,111,2613
2026-02-04T14:35:47.151734,112,2649
2026-02-04T14:35:47.152732,113,2703
2026-02-04T14:35:47.153733,114,2749
2026-02-04T14:35:47.154733,115,2777
2026-02-04T14:35:47.155734,116,2821
2026-02-04T14:35:47.156733,117,2838
2026-02-04T14:35:47.157732,118,2870
2026-02-04T14:35:47.158733,119,2912
2026-02-04T14:35:47.159733,120,2911
2026-02-04T14:35:47.160733,121,2899
2026-02-04T14:35:47.161732,122,2928
2026-02-04T14:35:47.162733,123,2923
2026-02-04T14:35:47.163733,124,2923
2026-02-04T14:35:47.164732,125,2928
2026-02-04T14:35:47.165733,126,2906
2026-02-04T14:35:47.166732,127,2866
2026-02-04T14:35:47.167734,128,2843
2026-02-04T14:35:47.168732,129,2831
2026-02-04T14:35:47.169733,130,2809
2026-02-04T14:35:47.170733,131,2763
2026-02-04T14:35:47.171733,132,2702
2026-02-04T14:35:47.172733,133,2655
2026-02-04T14:35:47.173734,134,2607
2026-02-04T14:35:47.174735,135,2555
2026-02-04T14:35:47.175733,136,2496
2026-02-04T14:35:47.176732,137,2432
2026-02-04T14:35:47.177732,138,2389
2026-02-04T14:35:47.178732,139,2311
2026-02-04T14:35:47.179733,140,2246
2026-02-04T14:35:47.180732,141,2181
2026-02-04T14:35:47.181732,142,2109
2026-02-04T14:35:47.182733,143,2031
2026-02-04T14:35:47.183733,144,1952
2026-02-04T14:35:47.184732,145,1870
2026-02-04T14:35:47.185734,146,1790
2026-02-04T14:35:47.186737,147,1728
2026-02-04T14:35:47.187736,148,1662
2026-02-04T14:35:47.188736,149,1583
2026-02-04T14:35:47.189736,150,1498
2026-02-04T14:35:47.190736,151,1409
2026-02-04T14:35:47.191736,152,1335
2026-02-04T14:35:47.192737,153,1275
2026-02-04T14:35:47.193736,154,1198
2026-02-04T14:35:47.194736,155,1136
2026-02-04T14:35:47.195737,156,1057
2026-02-04T14:35:47.196736,157,997
2026-02-04T14:35:47.197736,158,927
2026-02-04T14:35:47.198736,159,881
2026-02-04T14:35:47.199736,160,817
2026-02-04T14:35:47.199736,161,758
2026-02-04T14:35:47.201238,162,698
2026-02-04T14:35:47.202242,163,645
2026-02-04T14:35:47.203242,164,626
2026-02-04T14:35:47.204242,165,612
2026-02-04T14:35:47.205242,166,568
2026-02-04T14:35:47.206245,167,511
2026-02-04T14:35:47.207242,168,494
2026-02-04T14:35:47.208243,169,479
2026-02-04T14:35:47.209244,170,464
2026-02-04T14:35:47.210242,171,475
2026-02-04T14:35:47.211242,172,465
2026-02-04T14:35:47.212242,173,456
2026-02-04T14:35:47.213241,174,454
2026-02-04T14:35:47.214242,175,469
2026-02-04T14:35:47.215241,176,485
2026-02-04T14:35:47.216242,177,525
2026-02-04T14:35:47.217242,178,531
2026-02-04T14:35:47.218400,179,558
2026-02-04T14:35:47.219946,180,576
2026-02-04T14:35:47.220478,181,622
2026-02-04T14:35:47.221509,182,656
2026-02-04T14:35:47.222538,183,714
2026-02-04T14:35:47.223568,184,751
2026-02-04T14:35:47.224610,185,806
2026-02-04T14:35:47.225654,186,848
2026-02-04T14:35:47.226689,187,930
2026-02-04T14:35:47.227725,188,990
2026-02-04T14:35:47.228758,189,1046
2026-02-04T14:35:47.229780,190,1115
2026-02-04T14:35:47.230811,191,1199
2026-02-04T14:35:47.231320,192,1267
2026-02-04T14:35:47.232462,193,1361
2026-02-04T14:35:47.233492,194,1414
2026-02-04T14:35:47.234519,195,1472
2026-02-04T14:35:47.235568,196,1558
2026-02-04T14:35:47.236610,197,1650
2026-02-04T14:35:47.237780,198,1731
2026-02-04T14:35:47.238305,199,1798
2026-02-04T14:35:47.239334,200,1874
2026-02-04T14:35:47.240358,201,1929
2026-02-04T14:35:47.241382,202,2027
2026-02-04T14:35:47.242408,203,2106
2026-02-04T14:35:47.243454,204,2186
2026-02-04T14:35:47.244484,205,2261
2026-02-04T14:35:47.245513,206,2297
2026-02-04T14:35:47.246541,207,2371
2026-02-04T14:35:47.247647,208,2443
2026-02-04T14:35:47.248712,209,2538
2026-02-04T14:35:47.249738,210,2558
2026-02-04T14:35:47.250256,211,2598
2026-02-04T14:35:47.251259,212,2653
2026-02-04T14:35:47.252259,213,2714
2026-02-04T14:35:47.253259,214,2755
2026-02-04T14:35:47.254259,215,2793
2026-02-04T14:35:47.255259,216,2815
2026-02-04T14:35:47.256258,217,2838
2026-02-04T14:35:47.257259,218,2867
2026-02-04T14:35:47.258259,219,2907
2026-02-04T14:35:47.259259,220,2905
2026-02-04T14:35:47.260260,221,2917
2026-02-04T14:35:47.261259,222,2927
2026-02-04T14:35:47.262260,223,2928
2026-02-04T14:35:47.263259,224,2911
2026-02-04T14:35:47.264259,225,2909
2026-02-04T14:35:47.265259,226,2896
2026-02-04T14:35:47.266259,227,2864
2026-02-04T14:35:47.267259,228,2844
2026-02-04T14:35:47.268258,229,2807
2026-02-04T14:35:47.269259,230,2784
2026-02-04T14:35:47.270263,231,2755
2026-02-04T14:35:47.271262,232,2717
2026-02-04T14:35:47.272260,233,2667
2026-02-04T14:35:47.273259,234,2605
2026-02-04T14:35:47.274258,235,2558
2026-02-04T14:35:47.275259,236,2497
2026-02-04T14:35:47.276260,237,2452
2026-02-04T14:35:47.277260,238,2369
2026-02-04T14:35:47.278259,239,2315
2026-02-04T14:35:47.279260,240,2242
2026-02-04T14:35:47.280260,241,2183
2026-02-04T14:35:47.281262,242,2112
2026-02-04T14:35:47.282261,243,2044
2026-02-04T14:35:47.283259,244,1960
2026-02-04T14:35:47.284262,245,1872
2026-02-04T14:35:47.285262,246,1803
2026-02-04T14:35:47.286262,247,1744
2026-02-04T14:35:47.287263,248,1671
2026-02-04T14:35:47.288262,249,1578
2026-02-04T14:35:47.289262,250,1489
2026-02-04T14:35:47.290262,251,1421
2026-02-04T14:35:47.291263,252,1343
2026-02-04T14:35:47.292262,253,1278
2026-02-04T14:35:47.293262,254,1206
2026-02-04T14:35:47.294263,255,1118
2026-02-04T14:35:47.295263,256,1059
2026-02-04T14:35:47.296262,257,976
2026-02-04T14:35:47.297262,258,926
2026-02-04T14:35:47.298263,259,885
2026-02-04T14:35:47.299262,260,812
2026-02-04T14:35:47.300732,261,754
2026-02-04T14:35:47.301235,262,695
2026-02-04T14:35:47.302238,263,656
2026-02-04T14:35:47.303240,264,621
2026-02-04T14:35:47.304249,265,592
2026-02-04T14:35:47.305238,266,567
2026-02-04T14:35:47.306238,267,523
2026-02-04T14:35:47.307239,268,494
2026-02-04T14:35:47.308238,269,464
2026-02-04T14:35:47.309238,270,481
2026-02-04T14:35:47.309814,271,460
2026-02-04T14:35:47.310818,272,444
2026-02-04T14:35:47.311818,273,444
2026-02-04T14:35:47.312817,274,451
2026-02-04T14:35:47.313818,275,470
2026-02-04T14:35:47.314817,276,496
2026-02-04T14:35:47.315817,277,503
2026-02-04T14:35:47.317818,278,511
2026-02-04T14:35:47.317818,279,551
2026-02-04T14:35:47.319865,280,587
2026-02-04T14:35:47.320818,281,635
2026-02-04T14:35:47.320818,282,674
2026-02-04T14:35:47.321818,283,704
2026-02-04T14:35:47.322817,284,742
2026-02-04T14:35:47.323817,285,805
2026-02-04T14:35:47.325320,286,864
2026-02-04T14:35:47.325920,287,950
2026-02-04T14:35:47.326923,288,976
2026-02-04T14:35:47.327923,289,1067
2026-02-04T14:35:47.328924,290,1116
2026-02-04T14:35:47.329923,291,1187
2026-02-04T14:35:47.330923,292,1279
2026-02-04T14:35:47.331923,293,1354
2026-02-04T14:35:47.332923,294,1424
2026-02-04T14:35:47.333923,295,1481
2026-02-04T14:35:47.334925,296,1568
2026-02-04T14:35:47.335926,297,1655
2026-02-04T14:35:47.336928,298,1722
2026-02-04T14:35:47.337927,299,1790
2026-02-04T14:35:47.338926,300,1867
2026-02-04T14:35:47.339927,301,1949
2026-02-04T14:35:47.340926,302,2025
2026-02-04T14:35:47.341927,303,2117
2026-02-04T14:35:47.342926,304,2189
2026-02-04T14:35:47.343926,305,2240
2026-02-04T14:35:47.344926,306,2304
2026-02-04T14:35:47.345926,307,2382
2026-02-04T14:35:47.346925,308,2447
2026-02-04T14:35:47.347926,309,2519
2026-02-04T14:35:47.349429,310,2544
2026-02-04T14:35:47.350432,311,2611
2026-02-04T14:35:47.351434,312,2679
2026-02-04T14:35:47.352432,313,2715
2026-02-04T14:35:47.353437,314,2763
2026-02-04T14:35:47.354434,315,2781
2026-02-04T14:35:47.355433,316,2809
2026-02-04T14:35:47.356432,317,2847
2026-02-04T14:35:47.357433,318,2880
2026-02-04T14:35:47.358435,319,2886
2026-02-04T14:35:47.359434,320,2896
2026-02-04T14:35:47.360432,321,2914
2026-02-04T14:35:47.361431,322,2926
2026-02-04T14:35:47.362431,323,2929
2026-02-04T14:35:47.363432,324,2917
2026-02-04T14:35:47.364432,325,2896
2026-02-04T14:35:47.365431,326,2882
2026-02-04T14:35:47.366431,327,2878
2026-02-04T14:35:47.367432,328,2855
2026-02-04T14:35:47.368432,329,2817
2026-02-04T14:35:47.369432,330,2774
2026-02-04T14:35:47.370433,331,2749
2026-02-04T14:35:47.371432,332,2707
2026-02-04T14:35:47.372432,333,2672
2026-02-04T14:35:47.373432,334,2625
2026-02-04T14:35:47.374433,335,2538
2026-02-04T14:35:47.375434,336,2496
2026-02-04T14:35:47.376433,337,2432
2026-02-04T14:35:47.377435,338,2382
2026-02-04T14:35:47.378432,339,2327
2026-02-04T14:35:47.379431,340,2256
2026-02-04T14:35:47.380432,341,2163
2026-02-04T14:35:47.381432,342,2101
2026-02-04T14:35:47.382432,343,2032
2026-02-04T14:35:47.383431,344,1964
2026-02-04T14:35:47.384431,345,1878
2026-02-04T14:35:47.385431,346,1795
2026-02-04T14:35:47.386433,347,1725
2026-02-04T14:35:47.387434,348,1648
2026-02-04T14:35:47.388435,349,1581
2026-02-04T14:35:47.389435,350,1504
2026-02-04T14:35:47.390434,351,1424
2026-02-04T14:35:47.391433,352,1329
2026-02-04T14:35:47.392434,353,1259
2026-02-04T14:35:47.393433,354,1190
2026-02-04T14:35:47.394434,355,1127
2026-02-04T14:35:47.395433,356,1069
2026-02-04T14:35:47.396434,357,977
2026-02-04T14:35:47.397435,358,926
2026-02-04T14:35:47.398433,359,866
2026-02-04T14:35:47.399433,360,809
2026-02-04T14:35:47.400434,361,759
2026-02-04T14:35:47.401434,362,718
2026-02-04T14:35:47.402561,363,665
2026-02-04T14:35:47.403562,364,617
2026-02-04T14:35:47.404561,365,579
2026-02-04T14:35:47.405561,366,566
2026-02-04T14:35:47.406561,367,541
2026-02-04T14:35:47.407561,368,495
2026-02-04T14:35:47.408563,369,464
2026-02-04T14:35:47.409561,370,464
2026-02-04T14:35:47.410561,371,463
2026-02-04T14:35:47.411561,372,450
2026-02-04T14:35:47.412562,373,421
2026-02-04T14:35:47.413561,374,450
2026-02-04T14:35:47.414561,375,459
2026-02-04T14:35:47.415561,376,477
2026-02-04T14:35:47.416561,377,501
2026-02-04T14:35:47.417562,378,528
2026-02-04T14:35:47.418561,379,559
2026-02-04T14:35:47.419561,380,575
2026-02-04T14:35:47.420562,381,612
2026-02-04T14:35:47.421562,382,680
2026-02-04T14:35:47.422561,383,703
2026-02-04T14:35:47.423561,384,741
2026-02-04T14:35:47.424563,385,795
2026-02-04T14:35:47.425561,386,875
2026-02-04T14:35:47.426562,387,939
2026-02-04T14:35:47.427562,388,987
2026-02-04T14:35:47.428562,389,1034
2026-02-04T14:35:47.429561,390,1123
2026-02-04T14:35:47.430563,391,1198
2026-02-04T14:35:47.431562,392,1280
2026-02-04T14:35:47.432561,393,1341
2026-02-04T14:35:47.433561,394,1415
2026-02-04T14:35:47.434561,395,1488
2026-02-04T14:35:47.435561,396,1569
2026-02-04T14:35:47.436560,397,1658
2026-02-04T14:35:47.437560,398,1735
2026-02-04T14:35:47.438560,399,1795
2026-02-04T14:35:47.439560,400,1871
2026-02-04T14:35:47.440561,401,1957
2026-02-04T14:35:47.441561,402,2043
2026-02-04T14:35:47.442562,403,2118
2026-02-04T14:35:47.443561,404,2174
2026-02-04T14:35:47.444561,405,2240
2026-02-04T14:35:47.445561,406,2319
2026-02-04T14:35:47.446561,407,2379
2026-02-04T14:35:47.447561,408,2452
2026-02-04T14:35:47.448561,409,2496
2026-02-04T14:35:47.449561,410,2551
2026-02-04T14:35:47.450561,411,2614
2026-02-04T14:35:47.451561,412,2656
2026-02-04T14:35:47.452561,413,2722
2026-02-04T14:35:47.453561,414,2763
2026-02-04T14:35:47.454563,415,2750
2026-02-04T14:35:47.455562,416,2816
2026-02-04T14:35:47.456561,417,2853
2026-02-04T14:35:47.457563,418,2883
2026-02-04T14:35:47.458561,419,2891
2026-02-04T14:35:47.459561,420,2896
2026-02-04T14:35:47.460561,421,2917
2026-02-04T14:35:47.461561,422,2928
2026-02-04T14:35:47.462561,423,2903
2026-02-04T14:35:47.463561,424,2922
2026-02-04T14:35:47.464561,425,2899
2026-02-04T14:35:47.465561,426,2880
2026-02-04T14:35:47.466561,427,2894
2026-02-04T14:35:47.467560,428,2863
2026-02-04T14:35:47.468560,429,2815
2026-02-04T14:35:47.469561,430,2790
2026-02-04T14:35:47.470564,431,2753
2026-02-04T14:35:47.471561,432,2704
2026-02-04T14:35:47.472561,433,2673
2026-02-04T14:35:47.473561,434,2617
2026-02-04T14:35:47.474561,435,2547
2026-02-04T14:35:47.475561,436,2480
2026-02-04T14:35:47.476561,437,2426
2026-02-04T14:35:47.477561,438,2385
2026-02-04T14:35:47.478561,439,2297
2026-02-04T14:35:47.479561,440,2230
2026-02-04T14:35:47.480561,441,2170
2026-02-04T14:35:47.481561,442,2103
2026-02-04T14:35:47.482561,443,2032
2026-02-04T14:35:47.483561,444,1960
2026-02-04T14:35:47.484561,445,1870
2026-02-04T14:35:47.485561,446,1799
2026-02-04T14:35:47.486561,447,1743
2026-02-04T14:35:47.487564,448,1654
2026-02-04T14:35:47.488564,449,1564
2026-02-04T14:35:47.489565,450,1491
2026-02-04T14:35:47.490565,451,1418
2026-02-04T14:35:47.491565,452,1331
2026-02-04T14:35:47.492564,453,1267
2026-02-04T14:35:47.493566,454,1189
2026-02-04T14:35:47.494564,455,1111
2026-02-04T14:35:47.495564,456,1050
2026-02-04T14:35:47.496565,457,991
2026-02-04T14:35:47.497565,458,946
2026-02-04T14:35:47.498565,459,853
2026-02-04T14:35:47.499565,460,794
2026-02-04T14:35:47.500564,461,752
2026-02-04T14:35:47.501564,462,703
2026-02-04T14:35:47.502732,463,685
2026-02-04T14:35:47.503732,464,634
2026-02-04T14:35:47.504732,465,573
2026-02-04T14:35:47.505732,466,556
2026-02-04T14:35:47.506732,467,529
2026-02-04T14:35:47.507732,468,500
2026-02-04T14:35:47.508732,469,474
2026-02-04T14:35:47.509732,470,459
2026-02-04T14:35:47.510732,471,455
2026-02-04T14:35:47.511732,472,449
2026-02-04T14:35:47.512734,473,464
2026-02-04T14:35:47.513732,474,463
2026-02-04T14:35:47.514734,475,455
2026-02-04T14:35:47.515735,476,478
2026-02-04T14:35:47.516734,477,510
2026-02-04T14:35:47.517735,478,549
2026-02-04T14:35:47.518732,479,551
2026-02-04T14:35:47.519733,480,566
2026-02-04T14:35:47.520734,481,618
2026-02-04T14:35:47.521733,482,673
2026-02-04T14:35:47.522732,483,706
2026-02-04T14:35:47.523732,484,742
2026-02-04T14:35:47.524733,485,786
2026-02-04T14:35:47.525732,486,862
2026-02-04T14:35:47.526732,487,916
2026-02-04T14:35:47.527732,488,995
2026-02-04T14:35:47.528733,489,1053
2026-02-04T14:35:47.529732,490,1111
2026-02-04T14:35:47.530732,491,1197
2026-02-04T14:35:47.531732,492,1277
2026-02-04T14:35:47.532732,493,1334
2026-02-04T14:35:47.533732,494,1418
2026-02-04T14:35:47.534731,495,1487
2026-02-04T14:35:47.535731,496,1571
2026-02-04T14:35:47.536734,497,1658
2026-02-04T14:35:47.537733,498,1730
2026-02-04T14:35:47.538732,499,1791
2026-02-04T14:35:47.539734,500,1874
2026-02-04T14:35:47.540732,501,1965
2026-02-04T14:35:47.541734,502,2034
2026-02-04T14:35:47.542732,503,2096
2026-02-04T14:35:47.543733,504,2160
2026-02-04T14:35:47.544733,505,2253
2026-02-04T14:35:47.545733,506,2314
2026-02-04T14:35:47.546732,507,2384
2026-02-04T14:35:47.547732,508,2434
2026-02-04T14:35:47.548732,509,2498
2026-02-04T14:35:47.549732,510,2559
2026-02-04T14:35:47.550732,511,2621
2026-02-04T14:35:47.551732,512,2675
2026-02-04T14:35:47.552732,513,2697
2026-02-04T14:35:47.553734,514,2742
2026-02-04T14:35:47.554735,515,2783
2026-02-04T14:35:47.555734,516,2832
2026-02-04T14:35:47.556732,517,2857
2026-02-04T14:35:47.557733,518,2884
2026-02-04T14:35:47.558734,519,2885
2026-02-04T14:35:47.559733,520,2903
2026-02-04T14:35:47.560734,521,2934
2026-02-04T14:35:47.561732,522,2928
2026-02-04T14:35:47.562732,523,2911
2026-02-04T14:35:47.563732,524,2913
2026-02-04T14:35:47.564732,525,2917
2026-02-04T14:35:47.565732,526,2896
2026-02-04T14:35:47.566732,527,2867
2026-02-04T14:35:47.567732,528,2843
2026-02-04T14:35:47.568732,529,2829
2026-02-04T14:35:47.569732,530,2769
2026-02-04T14:35:47.570733,531,2756
2026-02-04T14:35:47.571733,532,2703
2026-02-04T14:35:47.572732,533,2659
2026-02-04T14:35:47.573732,534,2606
2026-02-04T14:35:47.574733,535,2559
2026-02-04T14:35:47.575732,536,2509
2026-02-04T14:35:47.576733,537,2439
2026-02-04T14:35:47.577732,538,2365
2026-02-04T14:35:47.578732,539,2321
2026-02-04T14:35:47.579732,540,2246
2026-02-04T14:35:47.580735,541,2186
2026-02-04T14:35:47.581732,542,2107
2026-02-04T14:35:47.582732,543,2032
2026-02-04T14:35:47.583732,544,1959
2026-02-04T14:35:47.584732,545,1891
2026-02-04T14:35:47.585732,546,1810
2026-02-04T14:35:47.586734,547,1719
2026-02-04T14:35:47.587736,548,1635
2026-02-04T14:35:47.588736,549,1581
2026-02-04T14:35:47.589737,550,1502
2026-02-04T14:35:47.590736,551,1425
2026-02-04T14:35:47.591737,552,1337
2026-02-04T14:35:47.592736,553,1264
2026-02-04T14:35:47.593736,554,1195
2026-02-04T14:35:47.594736,555,1136
2026-02-04T14:35:47.595736,556,1059
2026-02-04T14:35:47.596735,557,981
2026-02-04T14:35:47.597736,558,912
2026-02-04T14:35:47.598736,559,869
2026-02-04T14:35:47.599736,560,835
2026-02-04T14:35:47.600736,561,752
2026-02-04T14:35:47.601736,562,698
2026-02-04T14:35:47.601736,563,661
2026-02-04T14:35:47.603170,564,640
2026-02-04T14:35:47.604173,565,592
2026-02-04T14:35:47.605172,566,550
2026-02-04T14:35:47.606171,567,526
2026-02-04T14:35:47.607172,568,502
2026-02-04T14:35:47.608171,569,494
2026-02-04T14:35:47.609171,570,462
2026-02-04T14:35:47.610172,571,445
2026-02-04T14:35:47.611171,572,450
2026-02-04T14:35:47.612172,573,467
2026-02-04T14:35:47.613171,574,463
2026-02-04T14:35:47.614171,575,465
2026-02-04T14:35:47.615674,576,478
2026-02-04T14:35:47.616677,577,499
2026-02-04T14:35:47.617676,578,538
2026-02-04T14:35:47.618677,579,551
2026-02-04T14:35:47.619678,580,579
2026-02-04T14:35:47.620677,581,625
2026-02-04T14:35:47.621677,582,661
2026-02-04T14:35:47.622679,583,720
2026-02-04T14:35:47.623678,584,759
2026-02-04T14:35:47.624677,585,803
2026-02-04T14:35:47.625678,586,866
2026-02-04T14:35:47.626677,587,927
2026-02-04T14:35:47.627677,588,999
2026-02-04T14:35:47.628676,589,1050
2026-02-04T14:35:47.629677,590,1123
2026-02-04T14:35:47.630678,591,1200
2026-02-04T14:35:47.631678,592,1270
2026-02-04T14:35:47.632677,593,1337
2026-02-04T14:35:47.633677,594,1424
2026-02-04T14:35:47.634678,595,1493
2026-02-04T14:35:47.635677,596,1558
2026-02-04T14:35:47.636677,597,1658
2026-02-04T14:35:47.637677,598,1743
2026-02-04T14:35:47.638676,599,1745
2026-02-04T14:35:47.639676,600,1841
2026-02-04T14:35:47.640676,601,1962
2026-02-04T14:35:47.641676,602,2043
2026-02-04T14:35:47.642677,603,2108
2026-02-04T14:35:47.643676,604,2158
2026-02-04T14:35:47.644677,605,2233
2026-02-04T14:35:47.645677,606,2325
2026-02-04T14:35:47.646678,607,2386
2026-02-04T14:35:47.647678,608,2433
2026-02-04T14:35:47.648679,609,2475
2026-02-04T14:35:47.649677,610,2558
2026-02-04T14:35:47.650677,611,2624
2026-02-04T14:35:47.651677,612,2657
2026-02-04T14:35:47.652678,613,2704
2026-02-04T14:35:47.653680,614,2759
2026-02-04T14:35:47.654678,615,2800
2026-02-04T14:35:47.655677,616,2821
2026-02-04T14:35:47.656677,617,2831
2026-02-04T14:35:47.657678,618,2871
2026-02-04T14:35:47.658678,619,2893
2026-02-04T14:35:47.659677,620,2913
2026-02-04T14:35:47.660678,621,2922
2026-02-04T14:35:47.661678,622,2913
2026-02-04T14:35:47.662678,623,2903
2026-02-04T14:35:47.663678,624,2899
2026-02-04T14:35:47.664678,625,2909
2026-02-04T14:35:47.665677,626,2900
2026-02-04T14:35:47.666678,627,2876
2026-02-04T14:35:47.667677,628,2839
2026-02-04T14:35:47.668677,629,2814
2026-02-04T14:35:47.669677,630,2794
2026-02-04T14:35:47.670677,631,2752
2026-02-04T14:35:47.671677,632,2703
2026-02-04T14:35:47.672677,633,2646
2026-02-04T14:35:47.673680,634,2619
2026-02-04T14:35:47.674678,635,2559
2026-02-04T14:35:47.675677,636,2496
2026-02-04T14:35:47.676679,637,2417
2026-02-04T14:35:47.677676,638,2373
2026-02-04T14:35:47.678677,639,2325
2026-02-04T14:35:47.679678,640,2256
2026-02-04T14:35:47.680677,641,2154
2026-02-04T14:35:47.681678,642,2096
2026-02-04T14:35:47.682677,643,2032
2026-02-04T14:35:47.683677,644,1963
2026-02-04T14:35:47.684677,645,1866
2026-02-04T14:35:47.685677,646,1805
2026-02-04T14:35:47.686680,647,1719
2026-02-04T14:35:47.687685,648,1650
2026-02-04T14:35:47.688683,649,1559
2026-02-04T14:35:47.689683,650,1477
2026-02-04T14:35:47.690683,651,1418
2026-02-04T14:35:47.691683,652,1337
2026-02-04T14:35:47.692682,653,1259
2026-02-04T14:35:47.693683,654,1194
2026-02-04T14:35:47.694683,655,1117
2026-02-04T14:35:47.695683,656,1053
2026-02-04T14:35:47.696684,657,1002
2026-02-04T14:35:47.697682,658,929
2026-02-04T14:35:47.698682,659,854
2026-02-04T14:35:47.699683,660,813
2026-02-04T14:35:47.700683,661,765
2026-02-04T14:35:47.701683,662,717
2026-02-04T14:35:47.702733,663,670
2026-02-04T14:35:47.703734,664,622
2026-02-04T14:35:47.704733,665,589
2026-02-04T14:35:47.705733,666,560
2026-02-04T14:35:47.706733,667,550
2026-02-04T14:35:47.707733,668,510
2026-02-04T14:35:47.708732,669,481
2026-02-04T14:35:47.709732,670,463
2026-02-04T14:35:47.710732,671,463
